time,cell0,cell1,cell2,cell3,cell4,cell5,acc_x,acc_y,acc_z,roll,pitch,yaw,latitude,longitude,satellites,velocity,rpm_lr,rpm_rr,rpm_lf,rpm_rf,steering,throttle 
1714023286.4818857,0.0,0.0,0.0,0.3878125,0.47850000000000004,0.0,0.0431103515625,-0.910107421875,9.800419921875001,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023286.549911,0.0,0.0,0.0,0.3878125,0.47850000000000004,0.0,0.047900390625000004,-0.9005273437500001,9.8052099609375,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023286.6179461,0.0,0.0,0.0,0.3878125,0.47850000000000004,0.0,0.0431103515625,-0.9053173828125001,9.8052099609375,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023286.6859775,0.0,0.0,0.0,0.3878125,0.47850000000000004,0.0,0.0431103515625,-0.8957373046875,9.8052099609375,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023286.7540092,0.0,0.0,0.0,0.3878125,0.47850000000000004,0.0,0.047900390625000004,-0.9005273437500001,9.800419921875001,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023286.8220413,0.0,0.0,0.0,0.387796875,0.478515625,0.0,0.052690429687500005,-0.9053173828125001,9.8052099609375,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023287.636427,0.0,0.0,0.0,0.387796875,0.478515625,0.0,0.05748046875,-0.9053173828125001,9.7956298828125,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023287.7044516,0.0,0.0,0.0,0.387796875,0.478515625,0.0,0.05748046875,-0.9053173828125001,9.800419921875001,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023287.7724872,0.0,0.0,0.0,0.387796875,0.478515625,0.0,0.0431103515625,-0.910107421875,9.8052099609375,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023287.8405135,0.0,0.0,0.0,0.387796875,0.478515625,0.0,0.047900390625000004,-0.9005273437500001,9.8052099609375,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023287.9085448,0.0,0.0,0.0,0.387796875,0.478515625,0.0,0.047900390625000004,-0.9005273437500001,9.8052099609375,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023287.9765708,0.0,0.0,0.0,0.387796875,0.478515625,0.0,0.0431103515625,-0.9053173828125001,9.8052099609375,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023288.0446062,0.0,0.0,0.0,0.387796875,0.478515625,0.0,0.052690429687500005,-0.9053173828125001,9.819580078125,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023288.1126287,0.0,0.0,0.0,0.387796875,0.478515625,0.0,0.05748046875,-0.9005273437500001,9.8052099609375,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023288.180654,0.0,0.0,0.0,0.387796875,0.478515625,0.0,0.0431103515625,-0.9053173828125001,9.8052099609375,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023288.248676,0.0,0.0,0.0,0.387828125,0.47850000000000004,-1.5625e-05,0.0431103515625,-0.9053173828125001,9.81,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023289.063145,0.0,0.0,0.0,0.387828125,0.47850000000000004,-1.5625e-05,0.052690429687500005,-0.910107421875,9.81,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023289.131178,0.0,0.0,0.0,0.387828125,0.47850000000000004,-1.5625e-05,0.047900390625000004,-0.9053173828125001,9.800419921875001,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023289.1992078,0.0,0.0,0.0,0.387828125,0.47850000000000004,-1.5625e-05,0.047900390625000004,-0.9053173828125001,9.81,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023289.2672558,0.0,0.0,0.0,0.387828125,0.47850000000000004,-1.5625e-05,0.047900390625000004,-0.8957373046875,9.800419921875001,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023289.3352747,0.0,0.0,0.0,0.387828125,0.47850000000000004,-1.5625e-05,0.052690429687500005,-0.8957373046875,9.8052099609375,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023289.403306,0.0,0.0,0.0,0.387828125,0.47850000000000004,-1.5625e-05,0.0431103515625,-0.9148974609375,9.800419921875001,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023289.4713557,0.0,0.0,0.0,0.387828125,0.47850000000000004,-1.5625e-05,0.0431103515625,-0.9148974609375,9.8052099609375,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023289.5394006,0.0,0.0,0.0,0.387828125,0.47850000000000004,-1.5625e-05,0.047900390625000004,-0.910107421875,9.800419921875001,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023289.6074252,0.0,0.0,0.0,0.387828125,0.47850000000000004,-1.5625e-05,0.052690429687500005,-0.910107421875,9.8052099609375,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023289.6754627,0.0,0.0,0.0,0.3878125,0.478515625,-1.5625e-05,0.047900390625000004,-0.9053173828125001,9.8052099609375,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023290.4898603,0.0,0.0,0.0,0.3878125,0.478515625,-1.5625e-05,0.052690429687500005,-0.9053173828125001,9.800419921875001,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023290.5578833,0.0,0.0,0.0,0.3878125,0.478515625,-1.5625e-05,0.052690429687500005,-0.9053173828125001,9.7956298828125,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023290.6259077,0.0,0.0,0.0,0.3878125,0.478515625,-1.5625e-05,0.0431103515625,-0.9005273437500001,9.7956298828125,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023290.6939328,0.0,0.0,0.0,0.3878125,0.478515625,-1.5625e-05,0.052690429687500005,-0.9053173828125001,9.8052099609375,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023290.7619653,0.0,0.0,0.0,0.3878125,0.478515625,-1.5625e-05,0.047900390625000004,-0.9005273437500001,9.800419921875001,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023290.829996,0.0,0.0,0.0,0.3878125,0.478515625,-1.5625e-05,0.0431103515625,-0.9005273437500001,9.800419921875001,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023290.8980255,0.0,0.0,0.0,0.3878125,0.478515625,-1.5625e-05,0.047900390625000004,-0.9005273437500001,9.8052099609375,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023290.9660559,0.0,0.0,0.0,0.3878125,0.478515625,-1.5625e-05,0.0431103515625,-0.9053173828125001,9.7956298828125,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023291.0340917,0.0,0.0,0.0,0.3878125,0.478515625,-1.5625e-05,0.047900390625000004,-0.9005273437500001,9.8052099609375,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023291.102132,0.0,0.0,0.0,0.387796875,0.478515625,1.5625e-05,0.047900390625000004,-0.910107421875,9.8052099609375,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023291.9165316,0.0,0.0,0.0,0.387796875,0.478515625,1.5625e-05,0.052690429687500005,-0.9005273437500001,9.8052099609375,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023291.9845657,0.0,0.0,0.0,0.387796875,0.478515625,1.5625e-05,0.047900390625000004,-0.9005273437500001,9.800419921875001,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023292.0526102,0.0,0.0,0.0,0.387796875,0.478515625,1.5625e-05,0.047900390625000004,-0.910107421875,9.7956298828125,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023292.1206648,0.0,0.0,0.0,0.387796875,0.478515625,1.5625e-05,0.047900390625000004,-0.9005273437500001,9.79083984375,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023292.1887343,0.0,0.0,0.0,0.387796875,0.478515625,1.5625e-05,0.0431103515625,-0.910107421875,9.8052099609375,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023292.2567499,0.0,0.0,0.0,0.387796875,0.478515625,1.5625e-05,0.052690429687500005,-0.910107421875,9.8052099609375,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023292.3247943,0.0,0.0,0.0,0.387796875,0.478515625,1.5625e-05,0.047900390625000004,-0.9053173828125001,9.800419921875001,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023292.3928313,0.0,0.0,0.0,0.387796875,0.478515625,1.5625e-05,0.0431103515625,-0.910107421875,9.8052099609375,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023292.4608922,0.0,0.0,0.0,0.387796875,0.478515625,1.5625e-05,0.0431103515625,-0.9005273437500001,9.8052099609375,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023292.5289347,0.0,0.0,0.0,0.387796875,0.47850000000000004,-3.125e-05,0.0383203125,-0.9148974609375,9.7956298828125,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023293.3429606,0.0,0.0,0.0,0.387796875,0.47850000000000004,-3.125e-05,0.052690429687500005,-0.910107421875,9.800419921875001,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023293.4110096,0.0,0.0,0.0,0.387796875,0.47850000000000004,-3.125e-05,0.052690429687500005,-0.9053173828125001,9.800419921875001,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023293.4790366,0.0,0.0,0.0,0.387796875,0.47850000000000004,-3.125e-05,0.047900390625000004,-0.9005273437500001,9.8052099609375,-5.2734375,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023293.5470722,0.0,0.0,0.0,0.387796875,0.47850000000000004,-3.125e-05,0.05748046875,-0.9053173828125001,9.800419921875001,-5.2789306640625,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1714023293.6150937,0.0,0.0,0.0,0.387796875,0.47850000000000004,-3.125e-05,0.052690429687500005,-0.910107421875,9.81,-5.2789306640625,-0.2911376953125,82.15576171875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
